dialogue_id,clip_id,role,text,label_2,label_1,mode,id
201,5,咨询人,我现在已经很失落了，我不明白为什么你们扣留我的物品。我需要知道具体的处理情况。,negative,2,valid,201_5
201,7,咨询人,我无法接受你们的服务和态度，这是我填写的所有信息，我需要迅速找到我的物品。你们联系我等到什么时候呢？,negative,0,train,201_7
201,9,咨询人,我现在非常生气，这是我的所有文件和贵重物品。这真的太不负责任了，我要求你们立即解决这个问题。,negative,3,train,201_9
202,1,咨询人,我的行李箱被扣留了，里面有很重要的物品。你们的物品处理方式太不负责任了。我要知道我的行李箱在哪里。,negative,3,train,202_1
202,3,咨询人,我需要知道我的物品能否回来，我不想等。你们知不知道我的情况会造成多大影响？,negative,3,train,202_3
202,5,咨询人,我只知道我的物品在这里，但是你们不给我具体信息，让我很失落。为什么不能帮助我的重要物品快点解决？,negative,2,valid,202_5
202,7,咨询人,我希望你们承担责任，让我的物品尽快回来。这已经影响到我的重大利益。我需要一个明确的时间表。,negative,3,train,202_7
202,9,咨询人,我很担心我的物品会受到损坏，您能不能保证它们安全无恙？,negative,4,train,202_9
202,11,咨询人,如果你们再拖延时间，我就不接受了。这是我必须得他们的物品，你们能不能给我一个具体的解决办法？,negative,0,valid,202_11
203,1,咨询人,这里的安检人员扣留了我的手机，我已经错过了我的航班。我现在要求找到我的手机，让它尽快回到我手中。,negative,3,train,203_1
203,3,咨询人,我已经给他们提供了所有信息，但他们只是说需要进一步核实，我该怎么办？,negative,2,valid,203_3
203,5,咨询人,现在我需要知道我的手机在哪里，我不能等待那么长时间。你们有没有什么措施来加快处理速度？,negative,1,valid,203_5
203,7,咨询人,如果我的手机无法找回或者损坏了，你们会负责吗？这是你们的失误导致的。我要求得到一个明确的答复。,negative,3,train,203_7
203,9,咨询人,我真的很担心我的手机会有什么不正当的使用或者泄漏私人信息，你们会保护我的个人隐私吗？,negative,4,test,203_9
203,11,咨询人,我觉得你们的回答毫无意义，我的情况还没有解决。你们应该加快处理，否则我不会接受这种态度。,negative,0,train,203_11
204,1,咨询人,你们的安检人员扣留了我的梳子，说它是禁止入境物品，这太荒谬了！我要求尽快把我的梳子退还给我。,negative,3,train,204_1
204,3,咨询人,我不同意你们的规定，梳子不可能成为禁止入境物品。你们必须恢复我的合法权益，否则我将要采取法律行动。,negative,0,train,204_3
204,5,咨询人,我已经错过了我的航班，这让我损失了大量的时间和金钱。你们会负责任吗？我要求得到一个明确的答复。,negative,3,valid,204_5
204,7,咨询人,我觉得你们的回复毫无意义。我需要我的梳子和我的损失得到赔偿，否则我将不会接受这种态度。,negative,3,train,204_7
204,9,咨询人,我非常着急，我需要知道你们的处理进展和计划。否则我不会罢休的。,negative,1,train,204_9
205,1,咨询人,我儿子收到了一个礼物，结果你们的安检人员说这是禁止入境物品，把礼物没收了。我很生气，我儿子很失落。你们怎么能这么莫名其妙地扣留我们合法的物品？,negative,3,train,205_1
205,3,咨询人,你们不应该这样对待我们，我感到非常失望和悲伤。我需要赔偿或者补偿，否则我将不会接受这种态度。,negative,2,train,205_3
205,5,咨询人,我不需要空洞的承诺和花言巧语，我需要实际的解决方案。你们必须赔偿我儿子的损失和我受到的伤害。,negative,0,train,205_5
205,7,咨询人,我需要知道你们的具体计划和时间表，我已经浪费了太多的时间和精力在这个问题上。,negative,3,train,205_7
206,1,咨询人,我刚刚从海外回来，被扣押了一个装满了海鲜和鱼类的冰箱，里面还有我的珍贵物品。现在国家安全局要进行调查，我很生气，这是对合法市民的不公。我需要知道这个问题的解决方案。,negative,3,train,206_1
206,3,咨询人,那我的物品怎么办？里面还有很多珍贵的物品和文化遗产，如果它们损坏或者丢失，该怎么办？,negative,4,train,206_3
206,5,咨询人,我需要更详细的情况和保障措施，我不相信你们的承诺。如果我的物品丢失或者损坏，你们将负全部责任。,negative,0,train,206_5
206,7,咨询人,我需要尽快解决这个问题，我已经浪费了太多的时间和精力。我需要定期得到处理的进展和通知。,negative,1,train,206_7
207,1,咨询人,我昨天在机场被海关扣押了一本我所需的重要文件，我非常生气和担心，因为这会严重影响我的工作和生活。我需要你们立即帮我处理这件事。,negative,3,train,207_1
207,3,咨询人,可是我急需这份文件，它是我的身份证明，如果我不能尽快得到它，将会有非常严重的后果。我需要你们马上处理这个问题。,negative,1,valid,207_3
207,5,咨询人,这件事情非常严重，我已经向贵司提出了处理要求，可是没有任何回应。我感到非常失落和无助。,negative,2,train,207_5
207,7,咨询人,我需要贵司对这个问题负全部责任，因为我没有违法，也没有携带任何禁止入境物品。如果我的文件丢失或损坏，你们将负完全的责任。,negative,0,valid,207_7
208,1,咨询人,我从国外网购了一些药品，结果被海关扣下了，我已经很生气了。这些药品对我非常重要，我需要你们快点处理这个问题。,negative,3,valid,208_1
208,3,咨询人,我需要这些药品立刻送到我的手中，我已经耽误了治疗时间，非常担心我的身体状况会恶化。,negative,1,train,208_3
208,5,咨询人,可是这些药品对我非常重要，没有它们我的身体状况会恶化，我已经很失落了。,negative,1,train,208_5
208,7,咨询人,我需要知道处理进展的最新情况，你们会及时通知我吗？,positive,5,train,208_7
208,9,咨询人,那好吧，我等待您的通知。,positive,5,train,208_9
209,1,咨询人,你们禁止入境的物品这么多，我真是气炸了！,negative,3,valid,209_1
209,3,咨询人,但是其中有些物品我完全不知道会被禁止入境啊！,negative,1,valid,209_3
209,5,咨询人,可是我现在已经买了机票，如果在机场被拦下来怎么办啊？,negative,1,train,209_5
209,7,咨询人,我真是不想浪费这笔机票钱啊，怎么办呢？,negative,4,valid,209_7
209,9,咨询人,好吧，听你的意思好像也只能这样了。,positive,5,train,209_9
210,1,咨询人,我真是气死了！你们禁止入境的物品太多了，完全不知道怎么办！,negative,3,train,210_1
210,3,咨询人,可是我明明只是想携带些小礼品回国，结果还不能带。,negative,2,train,210_3
210,5,咨询人,我真的很无奈啊，难道就没有什么其他办法吗？,negative,4,train,210_5
210,7,咨询人,哦，这样啊，那我可以申请什么样的特殊通关呢？,positive,6,train,210_7
210,9,咨询人,好的，我明白了，谢谢你的帮助。,positive,5,train,210_9
211,1,咨询人,我真的很生气啊！为什么这么多物品都不能带进中国啊？,negative,3,valid,211_1
211,3,咨询人,可是我需要带很多东西回国，这怎么办？,negative,1,train,211_3
211,5,咨询人,邮寄和托运不是很麻烦吗？而且也不能保证安全啊。,negative,0,valid,211_5
211,7,咨询人,看来我真的只能选择邮寄或者托运了，但是这样的话时间也需要等很久啊。,negative,2,train,211_7
211,9,咨询人,好吧，那我就只能这样了。谢谢你的帮助。,positive,5,train,211_9
212,1,咨询人,我真是快被气死了！为什么这么多东西都不能带啊？,negative,3,train,212_1
212,3,咨询人,可是我有一些特殊情况啊，必须要带一些东西进去。,negative,4,train,212_3
212,5,咨询人,你们能帮我争取一下特殊通关吗？,positive,5,train,212_5
212,7,咨询人,那太好了！我要去递交申请。,positive,6,train,212_7
212,9,咨询人,好的，谢谢你的帮助！,positive,6,train,212_9
213,1,咨询人,那么为什么不提前告知规定明确说明呢？这是不公平的。,negative,0,train,213_1
213,3,咨询人,那么这种情况下我该怎么办？我必须参加会议，但是我的物资在机场，对我来说这太不公正了。,negative,1,train,213_3
214,1,咨询人,这甚至不等于没给我任何机会，我已经很久没有回来了，这档案完全是无责任的！,negative,0,train,214_1
214,3,咨询人,但是这真的很令人失望，这些物品很重要，我担心我的会议受到影响。,negative,2,train,214_3
214,5,咨询人,好吧，我会联系他们看看能否提供帮助的，但是我还是觉得这不公平。,negative,4,train,214_5
215,1,咨询人,我理解您的不满，但这些规定是出于安全考虑而设立的。如果您确实需要这些物品，请与当地的相关机构联系，他们可能可以为您提供帮助。,positive,5,valid,215_1
215,3,咨询人,我理解您的紧急情况。您可以咨询当地的航空公司或机场，看看是否有其他途径可以找到这些物品，并希望您能早日解决问题。,positive,5,train,215_3
215,5,咨询人,我们深感遗憾，但请原谅我们必须遵守安全规定以保护所有乘客的生命安全。如果您遇到任何问题，请随时联系我们以获取更多建议和帮助，我们将尽力为您提供满意的服务。,positive,5,train,215_5
216,1,咨询人,但我已经买好了机票，这些小零食也是送给亲友的，现在怎么办？,negative,4,train,216_1
216,3,咨询人,好吧，我会去咨询看看，但我还是很生气！,negative,3,train,216_3
217,1,咨询人,那我的礼物怎么办？我可是特意买的啊！,negative,1,train,217_1
217,3,咨询人,好吧，我去联系看看，但是我真的很失望，我以后不会再坐你们公司的飞机了！,negative,0,valid,217_3
218,1,咨询人,可是我要飞往加拿大，这些酒都是合法的啊！,negative,0,train,218_1
218,3,咨询人,这怎么行，我朋友们都等着我带酒呢！,negative,1,test,218_3
219,1,咨询人,你们怎么那么武断啊！我带了一瓶水果酱，居然也被你们没收了！,negative,3,valid,219_1
219,3,咨询人,我带了一瓶草莓酱，这是我在国内的家里做的，想给朋友们带点过去呢。,negative,2,train,219_3
219,5,咨询人,我怎么办啊，我就剩这一瓶酱了，其他都扔掉了，现在还要扔这个！,negative,4,train,219_5
219,7,咨询人,这不是浪费时间和金钱吗？真是太不公平了！,negative,0,train,219_7
220,1,咨询人,你们这些工作人员怎么这么没素质呢？我在安检口被你们弄丢了一袋子东西！,negative,3,train,220_1
220,3,咨询人,是一袋子香肠和腊肉，我回国给亲戚带的。,negative,2,test,220_3
220,5,咨询人,我现在很担心，这些肉制品对亲戚很重要，而且我已经被弄丢了好几次行李了！,negative,4,train,220_5
220,7,咨询人,我知道规定，但是这些肉制品都是合法的啊。你们就不能好好工作吗？,negative,3,train,220_7
221,1,咨询人,我要去美国旅行，需要知道哪些物品禁止入境？,negative,4,train,221_1
221,3,咨询人,那我带着CBD油可以吗？,negative,4,test,221_3
221,5,咨询人,这怎么可能？我在国内买时都没问题啊！,negative,3,train,221_5
221,7,咨询人,那我怎么办？我现在已经购买了机票和酒店！,negative,1,train,221_7
221,9,咨询人,这真是太麻烦了！,negative,2,valid,221_9
221,11,咨询人,好吧，我明白了，谢谢你。,positive,6,valid,221_11
222,1,咨询人,我想携带我的宠物去美国，有什么需要注意的吗？,negative,5,train,222_1
222,3,咨询人,说明白点，我什么都不知道！,negative,3,valid,222_3
222,5,咨询人,这些手续需要多长时间才能完成？,negative,4,valid,222_5
222,7,咨询人,我还需要为我的宠物购买什么保险吗？,positive,5,train,222_7
222,9,咨询人,好的，谢谢你的帮助。,positive,6,train,222_9
223,1,咨询人,我想携带一些蔬果进入美国，哪些是禁止入境的？,negative,5,train,223_1
223,3,咨询人,这也太麻烦了吧！,negative,0,train,223_3
223,5,咨询人,那我可以带些水果干或果酱之类的吗？,negative,5,train,223_5
223,7,咨询人,这些手续要多久才能完成？,negative,4,train,223_7
223,9,咨询人,那我要改变我的行程了，这样带食品太麻烦了。,negative,2,train,223_9
223,11,咨询人,好吧，我明白了，谢谢你。,positive,6,train,223_11
224,1,咨询人,我想带着我的电子设备去美国，是否有限制？,negative,5,test,224_1
224,3,咨询人,那我可以带我的笔记本电脑和手机吗？,positive,5,train,224_3
224,5,咨询人,好的，那我可以带我的电子香烟吗？,negative,5,train,224_5
224,7,咨询人,这真是太复杂了！,negative,2,train,224_7
224,9,咨询人,那我该怎么办？,negative,1,train,224_9
224,11,咨询人,好的，我会去办理的。,positive,5,valid,224_11
224,13,咨询人,谢谢你的帮助。,positive,6,train,224_13
225,1,咨询人,我想带一些化妆品去美国，是否有限制？,negative,5,valid,225_1
225,3,咨询人,那我能带哪些化妆品呢？,negative,4,valid,225_3
225,5,咨询人,那我能携带一些面霜和洁面产品吗？,negative,5,valid,225_5
225,7,咨询人,那真是麻烦啊！,negative,3,train,225_7
225,9,咨询人,那如果我不带这些东西去行不行？,negative,4,train,225_9
225,11,咨询人,好的，谢谢你。,positive,5,valid,225_11
225,13,咨询人,嗯，我会的。,positive,6,train,225_13
226,1,咨询人,我想带一些土特产去澳大利亚，但是听说有些不能带，我很不满意！,negative,3,train,226_1
226,3,咨询人,那我能不能带一些干贝去呢？,negative,5,train,226_3
226,5,咨询人,那怎么办呢？这可是我家乡的特产啊，我觉得非常着急！,negative,1,valid,226_5
226,7,咨询人,好吧，我会去看看的。,positive,6,valid,226_7
226,9,咨询人,我知道了，其实我也有点失落，原来这么多东西都管制的这么严格。,negative,2,valid,226_9
226,11,咨询人,嗯，我明白了，谢谢你的帮助。,positive,5,train,226_11
226,13,咨询人,好的，再见。,positive,5,train,226_13
227,1,咨询人,我不理解为什么我的行李要被检查。这完全是无理行为！,negative,3,train,227_1
227,3,咨询人,我不接受这个解释。这简直就是对人的侮辱！,negative,0,train,227_3
227,5,咨询人,那我该怎么办？我的时间很紧，现在还要在这里浪费时间！,negative,1,train,227_5
227,7,咨询人,那要是我已经购买了不允许携带的物品怎么办？,negative,4,train,227_7
227,9,咨询人,我这次来回的时间很短，根本没有时间来把物品寄回去。,negative,2,train,227_9
227,11,咨询人,这个服务要多少钱？我不想再被额外收费了！,negative,3,valid,227_11
227,13,咨询人,好吧，我明白了，只能这样了。,positive,5,train,227_13
227,15,咨询人,好的，谢谢你们的帮助。,positive,5,train,227_15
228,1,咨询人,你们禁止入境的物品列表太长了！简直就是变态！,negative,3,train,228_1
228,3,咨询人,我已经查过了。其中有些物品我没有想到会被禁止。这到底是怎么回事？,negative,0,valid,228_3
228,5,咨询人,我知道了，但是我现在已经带了这些物品了。你们会让我把它们走了吗？,negative,1,train,228_5
228,7,咨询人,我还需要为这些物品的运费再付钱吗？,negative,3,valid,228_7
228,9,咨询人,那我还能否得到退款？,negative,4,train,228_9
228,11,咨询人,这太不公平了！我不会再选择你们的服务！,negative,2,test,228_11
228,13,咨询人,好的，我会考虑的。,positive,6,test,228_13
229,1,咨询人,你们真是太过分了！为什么要禁止我的物品！,negative,3,train,229_1
229,3,咨询人,但是这些物品对我来说很重要，你们怎么可以这么冷酷无情！,negative,3,train,229_3
229,5,咨询人,这太不公平了！我现在该怎么办？,negative,2,train,229_5
229,7,咨询人,但是这些物品对我来说很特殊，我不想丢失它们。,negative,4,train,229_7
229,9,咨询人,好吧，那你们会帮我支付邮寄费用吗？,negative,4,test,229_9
229,11,咨询人,这还算是折扣吗？你们根本就不在乎客户的利益！,negative,3,valid,229_11
229,13,咨询人,好的，我会考虑一下的。,positive,5,valid,229_13
230,1,咨询人,你们怎么能禁止我的物品，这太过分了！,negative,3,train,230_1
230,3,咨询人,但是我已经带着它们去过其他国家了，为什么你们就不让我带进去呢？,negative,0,train,230_3
230,5,咨询人,这可真是太不公平了，我现在该怎么办？,negative,2,train,230_5
230,7,咨询人,这些物品对我来说很有价值，邮回去太浪费了，其他人也不一定可靠，我该怎么办？,negative,1,valid,230_7
230,9,咨询人,代理公司还需要花费更多的钱，我现在已经很生气了！,negative,3,train,230_9
230,11,咨询人,好吧，那你们能不能为我提供其他的解决办法？,negative,4,train,230_11
230,13,咨询人,好的，谢谢你的帮助。,positive,5,valid,230_13
231,1,咨询人,你们怎么能把我的物品禁止入境？这太荒唐了！,negative,3,valid,231_1
231,3,咨询人,但是这些物品对我非常重要，你们没有任何权利干涉！,negative,0,train,231_3
231,5,咨询人,那我现在怎么办？这些物品对我来说太重要了！,negative,2,valid,231_5
231,7,咨询人,我没有亲友在这里，也不想放弃这些物品，邮寄回去要花很多钱，怎么办？,negative,1,train,231_7
231,9,咨询人,这样一来总价还是太高了，你们能不能为我做点其他的,negative,0,test,231_9
232,1,咨询人,这太不可思议了！我的物品是用来治病的，你们怎么可以不让我带进去？,negative,3,train,232_1
232,3,咨询人,可是我没有其他治疗方法了，这样我该怎么办？,negative,2,train,232_3
232,5,咨询人,真的吗？那我该怎么联系您？,negative,4,test,232_5
232,7,咨询人,好的，我会尽快联系你们的。,positive,5,train,232_7
232,9,咨询人,谢谢你们，我会等待您们的回复。,positive,6,train,232_9
233,1,咨询人,你们这些工作人员怎么这么不靠谱！我明明说了那个物品是糖果，结果你们还不让我带进去！,negative,3,train,233_1
233,3,咨询人,那我该怎么办？这是我带给外国朋友的礼物啊！,negative,4,train,233_3
233,5,咨询人,但那又不一定是我想要的！,negative,0,train,233_5
233,7,咨询人,那找到了之后，会耽误我送礼物的时间吗？,negative,1,train,233_7
233,9,咨询人,希望你们能够尽快解决，我真的非常着急。,negative,1,train,233_9
233,11,咨询人,好吧，但请你们务必要尽快处理！,negative,1,test,233_11
234,1,咨询人,你们这些人都太闲了吧！明明是普通的化妆品，怎么也不许带进去！,negative,3,train,234_1
234,3,咨询人,我真的没有看到过相关规定啊！,negative,0,train,234_3
234,5,咨询人,好吧，请尽快解决，我的旅游计划被迫推迟了。,negative,1,test,234_5
234,7,咨询人,我不知道是否还有心情再来，旅游计划因此被打乱了。,negative,2,valid,234_7
234,9,咨询人,好吧，请尽快处理，我真的非常着急。,negative,1,train,234_9
234,11,咨询人,希望你们能够尽快解决，我真的非常失望。,negative,2,valid,234_11
235,1,咨询人,我不明白，为什么这个物品不能带进去？这明明是无害的东西！,negative,3,train,235_1
235,3,咨询人,难道没有任何理由和解释吗？,negative,0,train,235_3
235,5,咨询人,好吧，我只是非常失望和担心我的旅行计划受到影响。,negative,2,valid,235_5
235,7,咨询人,好吧，但我真的很着急。是否有其他的解决方案？,negative,1,train,235_7
235,9,咨询人,好吧，但我还是非常担心我的计划。,negative,4,train,235_9
235,11,咨询人,好的，我希望能尽快解决这个问题。,positive,6,valid,235_11
236,1,咨询人,这根本不合理！为什么我的物品不能带进去？,negative,3,train,236_1
236,3,咨询人,可这只是一个小物品，没有危险性！,negative,0,train,236_3
236,5,咨询人,那我该怎么办？我来这里旅行是为了参加一个重要的活动！,negative,1,train,236_5
236,7,咨询人,好的，但这个消息真的很令人失望。,negative,2,train,236_7
236,9,咨询人,嗯，我知道。但我真的很担心，不知道该怎么办才好。,negative,4,valid,236_9
236,11,咨询人,好的，我希望如此。请尽快提供更多帮助和建议。,positive,6,train,236_11
237,1,咨询人,这根本不合理！为什么我的物品不能带进去？,negative,3,valid,237_1
237,3,咨询人,我明白了，我只是非常失望和担心我的计划受到影响。,negative,2,train,237_3
237,5,咨询人,好的，请尽快提供帮助和支持。,negative,1,train,237_5
237,7,咨询人,谢谢你帮我解决这个问题，我真的非常感激。,positive,6,train,237_7
237,9,咨询人,好的，我会等待您的答复。,positive,5,train,237_9
237,11,咨询人,希望你们能够尽快解决，我真的非常着急。,negative,1,train,237_11
238,1,咨询人,这简直是骗人的！我的行李里的物品可以在其他地方合法，为什么这里就不行？,negative,3,train,238_1
238,3,咨询人,真是太可笑了！你们什么时候才能明白我的难处？,negative,0,valid,238_3
238,5,咨询人,我只是很失望，我真的不知道该怎么办了。,negative,2,train,238_5
238,7,咨询人,你们会把我的物品退还给我吗？我真的不能没有它们。,negative,4,train,238_7
238,9,咨询人,请你们一定要尽快解决，我已经很生气了！,negative,3,test,238_9
238,11,咨询人,我不知道该不该相信你们，我只是很担心我的行程会受到影响。,negative,4,train,238_11
238,13,咨询人,好吧，希望你们做得到，我只是很失望。,negative,2,train,238_13
239,1,咨询人,你们这里为什么不允许带烟草进入呢？,negative,3,train,239_1
239,3,咨询人,那我怎么办？我就是需要烟草，不让带进去我怎么办啊？,negative,3,train,239_3
239,5,咨询人,我可不可以找个人代购呢？,negative,0,train,239_5
239,7,咨询人,那你们的规定对我太不友好了！,negative,3,train,239_7
239,9,咨询人,我真的很需要烟草，怎么办啊？,negative,1,train,239_9
239,11,咨询人,那就算我提供了，还能不能过关啊？,negative,4,train,239_11
239,13,咨询人,那好吧，我会尽快提供医疗证明的。,positive,6,train,239_13
240,1,咨询人,你们为什么要禁止带水果进境？这太扯了！,negative,3,train,240_1
240,3,咨询人,这是不是有点太片面了？我就是想带上外婆喜欢吃的水果啊！,negative,3,train,240_3
240,5,咨询人,非常不信服这种规定！我一定要让我外婆吃到她想吃的水果！,negative,0,test,240_5
240,7,咨询人,那我可以找别的途径带进境吗？比如说私人快递？,negative,1,train,240_7
240,9,咨询人,我真的不知道该怎么办了…,negative,2,train,240_9
240,11,咨询人,好吧，谢谢您的建议，我会考虑的。,positive,6,train,240_11
241,1,咨询人,我听说这里不允许带宠物，是真的吗？这太不公平了！,negative,3,test,241_1
241,3,咨询人,但我的宠物对环境和人都没有危害啊，为什么要禁止？！,negative,3,train,241_3
241,5,咨询人,那我该怎么办？我的狗狗很重要啊！,negative,1,train,241_5
241,7,咨询人,但是我不相信陌生人，只有我自己才能最好地照顾我的狗狗。,negative,0,train,241_7
241,9,咨询人,但是我刚刚检查了相关政策，貌似没有明确禁止携带宠物啊？,negative,4,train,241_9
241,11,咨询人,好的，那就请您帮我查询一下吧。,positive,5,test,241_11
242,1,咨询人,我受够了！我之前从国外旅行回来时带了一些东西，但却被拒绝入境。这太荒谬了！,negative,3,train,242_1
242,3,咨询人,我带回来的是一些草药和植物，我没意识到这是非法入境的物品。,negative,2,train,242_3
242,5,咨询人,可是我花了很多钱来买这些草药，难道我就不能把它们带回来吗？,negative,0,valid,242_5
242,7,咨询人,但是我现在该怎么办？这些草药现在被扣留了，难道就这样没了吗？,negative,4,train,242_7
242,9,咨询人,好吧，谢谢你的耐心和帮助。,positive,6,valid,242_9
243,1,咨询人,我被拒绝入境了，这太过分了！为什么我不能带进口红酒过来？！,negative,3,train,243_1
243,3,咨询人,我从法国回来，我只是带了几瓶红酒，为什么这个不能过关？,negative,0,valid,243_3
243,5,咨询人,但是我现在该怎么办？我的红酒被没收了，我岂不是亏大了？,negative,2,valid,243_5
243,7,咨询人,但是修改规定需要多长时间才能生效？我可以得到我的东西吗？,negative,1,train,243_7
243,9,咨询人,这真的太糟糕了，我工作中需要红酒用来庆祝，现在该怎么办？,negative,2,train,243_9
244,1,咨询人,我刚才从海关过来，他们没让我带我的电子烟。我觉得这太不合理了！,negative,3,train,244_1
244,3,咨询人,我带的是一款烤烟口味的Juul电子烟。我不明白为什么非要没收它！,negative,0,valid,244_3
244,5,咨询人,但这是我的个人物品，我应该可以随身携带吧？,negative,4,train,244_5
244,7,咨询人,那现在我的电子烟呢？,negative,1,valid,244_7
244,9,咨询人,好吧，我还需要把其他事情处理好。感谢你的帮助。,positive,6,train,244_9
245,1,咨询人,我的人参被没收了！我已经告诉他们这是我亲自从韩国带过来的，但他们还是没收了它！我该怎么办？,negative,3,train,245_1
245,3,咨询人,我已经填写过入境申报单，但他们仍然没收了它！,negative,2,train,245_3
245,5,咨询人,但这是我从国外带回的珍贵商品啊！我需要回收它！,negative,3,valid,245_5
245,7,咨询人,我希望你们可以尽快处理并让我知道结果。这样拖延下去并不能解决问题！,negative,1,train,245_7
245,9,咨询人,我希望你们可以找到一种解决方案，让我可以拿回我的人参。,negative,4,valid,245_9
246,1,咨询人,你们没收了我的货物，这不合理！我需要去取回我的货物！,negative,3,train,246_1
246,3,咨询人,我不知道，但这是我的私人物品，不应该被没收！,negative,0,train,246_3
246,5,咨询人,我已经尽我最大的努力并提供了相关申报材料，但是你们还是没收了我的物品！,negative,2,train,246_5
246,7,咨询人,我需要尽快拿回我的物品，我希望你们可以加紧处理这件事情！,negative,1,train,246_7
246,9,咨询人,这实在是太麻烦了，我需要我的物品，否则就无法继续我的行程！,negative,3,train,246_9
247,1,咨询人,我刚刚被拦下来，说我的箱子里有禁止入境物品，我可什么都没有！,negative,3,test,247_1
247,3,咨询人,行程就是回国探亲啊，我箱子里的确什么都没有，就衣服和一些礼物。,negative,0,train,247_3
247,5,咨询人,可是我真的没有啊，我该怎么办啊？,negative,4,test,247_5
247,7,咨询人,好的，谢谢你。,positive,6,train,247_7
248,1,咨询人,我什么都不懂，我检查家人的箱子时发现了禁止入境物品，现在我非常生气！,negative,3,train,248_1
248,3,咨询人,我现在该怎么办？我还需要再次检查箱子吗？,negative,4,valid,248_3
248,5,咨询人,我不知道该怎么做，我会被抓起来吗？,negative,1,train,248_5
248,7,咨询人,谢谢你，我会尝试联系他们。,positive,6,train,248_7
249,1,咨询人,我真的很生气，我不知道家人为什么要在行李里放禁止入境物品，现在我该怎么办？,negative,3,valid,249_1
249,3,咨询人,我该如何收集证据呢？我不明白什么是有用的证据。,negative,4,valid,249_3
249,5,咨询人,好的，谢谢你的建议。但是我太难过了，我不知道该怎么解决这个问题。,negative,2,train,249_5
249,7,咨询人,我看到你这么说，我的情绪得到一定的缓解。谢谢你的耐心倾听。,positive,5,train,249_7
250,1,咨询人,我很生气，我的包裹被拦住了，里面放了一些禁止入境的物品。我想知道该怎么解决这个问题。,negative,3,train,250_1
250,3,咨询人,我已经查了相关的规定，但还是很紧张，我不知道该怎么办。,negative,4,valid,250_3
250,5,咨询人,好的，我会试着跟海关联系，但我真的很失落，我觉得自己很无助。,negative,2,valid,250_5
250,7,咨询人,谢谢你的支持，这让我感到安慰。,positive,6,valid,250_7
251,1,咨询人,我很生气，我原本定的货物被海关拦下了，我需要知道原因和解决方案。,negative,3,train,251_1
251,3,咨询人,我已经查了，但是没有得到明确的回复。我很着急，需要知道我应该如何处理这种情况。,negative,1,test,251_3
251,5,咨询人,我真的很不接受这种情况，这让我非常不满意。,negative,0,train,251_5
251,7,咨询人,好的，谢谢你的回答，感觉解决问题的道路好漫长。,negative,4,train,251_7
252,1,咨询人,我很不满意，我的包裹在海关被扣下了，我需要一个解决方案。,negative,3,test,252_1
252,3,咨询人,我明白了，但是我已经向海关提供了所有必要的信息，仍然没有收到回复。我感到失落和无助。,negative,2,train,252_3
252,5,咨询人,好的，我知道了。但是我的物品很重要，我着急需要解决问题。您能不能给我一些建议？,negative,1,valid,252_5
252,7,咨询人,好的，谢谢您提供的帮助和建议。我稍后会联系海关并尝试提交申诉。,positive,5,valid,252_7
253,1,咨询人,我的包裹被海关扣下了，他们说里面有非法物品，但我不知道是什么。我现在很生气，因为这会影响我的计划和生意。,negative,3,train,253_1
253,3,咨询人,我已经联系了海关，但是他们一直没有给我回复。我感到非常失落和无助。,negative,2,train,253_3
253,5,咨询人,好的，谢谢你的建议。我会继续尝试联系海关，并寻求其他渠道的帮助。,positive,5,valid,253_5
254,1,咨询人,我的生意需要紧急用到海外的货品，但我的包裹被海关扣留，他们说里面有禁止入境物品。我非常生气，因为我没意识到那里有什么违规物品。,negative,3,train,254_1
254,3,咨询人,我已经联系了海关，但是他们一直没有回复我。我感到非常失落和无助。,negative,2,train,254_3
254,5,咨询人,好的，谢谢你的建议。我会寻求其他专业人士的帮助，并耐心等待海关的回复。,positive,5,train,254_5
255,1,咨询人,我刚刚从海外购买了一台电子设备，但是在邮寄过程中，被海关扣留了，我听说里面有禁止入境物品。我非常生气，因为我花费了很多钱在这上面。,negative,3,train,255_1
255,3,咨询人,我已经联系邮政并查看了禁止入境物品列表，但我始终无法确定里面到底有什么物品。,negative,4,train,255_3
255,5,咨询人,好的，谢谢你的建议。我会联系海关并寻求其他专业人士的帮助。,positive,5,train,255_5
256,1,咨询人,我的包裹因为里面有禁止入境物品而被扣留了，我现在非常生气。我要求立即处理此事！,negative,3,train,256_1
256,3,咨询人,我已经了解清单了，但是我实在太失落了。我花了很多心血在这个包裹里，而现在它被扣留了，我不知道该怎么办。,negative,2,train,256_3
256,5,咨询人,好的，我理解了，谢谢你的建议。,positive,6,train,256_5
257,1,咨询人,你们为什么要扣留我的包裹，我邮寄的是法律允许的产品！我现在很生气！,negative,3,train,257_1
257,3,咨询人,我理解这一点，但是我担心这会耽误我的货物，我需要尽快解决这个问题。,negative,4,valid,257_3
257,5,咨询人,好的，我希望这个问题能够尽快解决。谢谢你的帮助。,positive,6,train,257_5
258,1,咨询人,你们怎么可以这样做！我的包裹已经被扣了好几个星期了，我当然很生气！,negative,3,test,258_1
258,3,咨询人,这还有什么意义呢？我已经等待了这么长时间，我的信任已经受到了严重的伤害！,negative,2,train,258_3
258,5,咨询人,我希望你们不再让我觉得自己被忽视了。这个问题已经严重影响了我的工作和生活。如果这个问题不能得到合理的解决，我将不得不采取其他的措施。,negative,0,test,258_5
